nohup: ignoring input
------------------------------------------------------------
Sherpa-onnx 并行 RTF 测试 (并发数: 48)
加载模型: encoder-epoch-99-avg-1.int8.onnx
模型加载完成。
------------------------------------------------------------
正在扫描文件列表: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean ...
共找到 2620 个音频文件。开始并行处理...
文件名                                      | 时长(s)    | 耗时(s)    | 实时率(RTF)
8224-274384-0005.wav                     | 8.74     | 7.4294   | 0.8496  
8224-274381-0015.wav                     | 12.65    | 13.4959  | 1.0664  
2300-131720-0040.wav                     | 5.46     | 4.3672   | 0.8006  
8224-274384-0002.wav                     | 9.81     | 8.6746   | 0.8838  
1089-134691-0009.wav                     | 20.05    | 20.6349  | 1.0289  
8224-274381-0013.wav                     | 13.61    | 14.4749  | 1.0636  
2300-131720-0006.wav                     | 4.12     | 3.4315   | 0.8329  
8224-274381-0010.wav                     | 13.62    | 15.0195  | 1.1028  
1089-134686-0023.wav                     | 13.28    | 16.0839  | 1.2116  
1089-134686-0020.wav                     | 16.79    | 18.2548  | 1.0872  
8224-274381-0003.wav                     | 13.09    | 12.5224  | 0.9570  
1089-134691-0011.wav                     | 20.01    | 21.2989  | 1.0644  
8224-274381-0006.wav                     | 16.98    | 16.2271  | 0.9557  
2300-131720-0005.wav                     | 6.90     | 5.5011   | 0.7973  
2300-131720-0038.wav                     | 5.61     | 4.8215   | 0.8595  
2300-131720-0036.wav                     | 7.08     | 5.3313   | 0.7525  
2300-131720-0023.wav                     | 11.06    | 9.1514   | 0.8274  
2300-131720-0010.wav                     | 10.82    | 8.8078   | 0.8140  
8224-274381-0000.wav                     | 17.74    | 17.1386  | 0.9661  
8224-274381-0014.wav                     | 17.88    | 16.5192  | 0.9239  
2300-131720-0039.wav                     | 2.38     | 2.1395   | 0.8970  
8224-274384-0010.wav                     | 14.60    | 12.7222  | 0.8714  
8224-274381-0017.wav                     | 17.82    | 15.8764  | 0.8907  
8224-274384-0008.wav                     | 13.42    | 11.4117  | 0.8504  
2300-131720-0002.wav                     | 13.12    | 11.0035  | 0.8390  
8224-274381-0004.wav                     | 21.25    | 19.5925  | 0.9218  
2300-131720-0029.wav                     | 6.42     | 5.7027   | 0.8876  
8224-274381-0012.wav                     | 19.89    | 17.4282  | 0.8765  
2300-131720-0030.wav                     | 9.98     | 7.6347   | 0.7650  
2300-131720-0027.wav                     | 8.62     | 7.3065   | 0.8476  
2300-131720-0015.wav                     | 8.88     | 7.3619   | 0.8295  
2300-131720-0020.wav                     | 10.35    | 8.7480   | 0.8452  
8224-274381-0008.wav                     | 20.98    | 21.0259  | 1.0022  
2300-131720-0034.wav                     | 8.61     | 7.8030   | 0.9068  
2300-131720-0021.wav                     | 10.95    | 9.1415   | 0.8348  
2300-131720-0011.wav                     | 15.88    | 13.3999  | 0.8441  
2300-131720-0032.wav                     | 11.69    | 9.6815   | 0.8282  
8224-274381-0001.wav                     | 22.45    | 21.2102  | 0.9448  
1320-122612-0006.wav                     | 4.84     | 3.7567   | 0.7754  
2300-131720-0003.wav                     | 16.76    | 14.0937  | 0.8409  
2300-131720-0009.wav                     | 9.61     | 8.7538   | 0.9114  
2300-131720-0007.wav                     | 13.45    | 11.5685  | 0.8604  
2300-131720-0008.wav                     | 9.12     | 8.1326   | 0.8912  
1320-122612-0016.wav                     | 3.49     | 2.6719   | 0.7656  
1320-122612-0009.wav                     | 3.88     | 3.4889   | 0.8992  
2300-131720-0037.wav                     | 7.96     | 7.2377   | 0.9087  
8224-274384-0012.wav                     | 18.73    | 15.8267  | 0.8450  
1320-122617-0038.wav                     | 2.24     | 1.4691   | 0.6558  
2300-131720-0018.wav                     | 12.54    | 10.2730  | 0.8192  
1320-122612-0014.wav                     | 3.52     | 2.4593   | 0.6997  
8224-274381-0002.wav                     | 24.54    | 21.3050  | 0.8682  
8224-274381-0016.wav                     | 27.52    | 23.7591  | 0.8632  
1320-122612-0004.wav                     | 6.42     | 5.0084   | 0.7795  
1320-122612-0007.wav                     | 5.54     | 4.5825   | 0.8272  
8224-274381-0005.wav                     | 26.16    | 23.4414  | 0.8961  
1320-122612-0013.wav                     | 6.55     | 4.7595   | 0.7266  
2300-131720-0026.wav                     | 17.59    | 14.4759  | 0.8227  
1320-122612-0015.wav                     | 6.38     | 5.0423   | 0.7897  
1320-122612-0008.wav                     | 7.88     | 6.4973   | 0.8251  
8224-274384-0001.wav                     | 20.33    | 17.7534  | 0.8733  
2300-131720-0001.wav                     | 14.63    | 12.0091  | 0.8209  
2300-131720-0017.wav                     | 19.91    | 17.4027  | 0.8738  
1320-122612-0005.wav                     | 5.92     | 4.8186   | 0.8146  
2300-131720-0004.wav                     | 19.91    | 16.9021  | 0.8489  
8224-274384-0004.wav                     | 20.64    | 18.3312  | 0.8881  
8224-274384-0011.wav                     | 22.36    | 19.2338  | 0.8602  
1320-122612-0001.wav                     | 9.52     | 7.8167   | 0.8211  
1320-122612-0012.wav                     | 10.49    | 7.8356   | 0.7470  
1320-122612-0003.wav                     | 9.87     | 7.5924   | 0.7696  
2300-131720-0013.wav                     | 13.89    | 11.6283  | 0.8372  
1320-122612-0002.wav                     | 7.46     | 6.1875   | 0.8294  
1320-122617-0031.wav                     | 6.29     | 4.7430   | 0.7547  
1320-122617-0015.wav                     | 5.12     | 4.0320   | 0.7867  
2300-131720-0012.wav                     | 11.14    | 9.0073   | 0.8082  
1320-122617-0005.wav                     | 4.40     | 3.5149   | 0.7988  
1320-122617-0041.wav                     | 4.15     | 2.9014   | 0.6991  
1320-122617-0017.wav                     | 5.66     | 4.1840   | 0.7399  
1320-122617-0037.wav                     | 7.18     | 5.1829   | 0.7218  
8224-274381-0009.wav                     | 28.41    | 25.7288  | 0.9056  
1320-122617-0008.wav                     | 4.18     | 3.0613   | 0.7315  
1320-122617-0030.wav                     | 3.98     | 3.2345   | 0.8127  
2300-131720-0025.wav                     | 15.28    | 12.4773  | 0.8166  
1320-122617-0024.wav                     | 7.55     | 5.5800   | 0.7386  
1320-122617-0021.wav                     | 5.33     | 3.5830   | 0.6716  
1320-122617-0009.wav                     | 7.71     | 6.0409   | 0.7840  
2300-131720-0022.wav                     | 13.66    | 10.9025  | 0.7978  
2300-131720-0031.wav                     | 16.59    | 14.4432  | 0.8709  
1320-122617-0040.wav                     | 7.97     | 6.0276   | 0.7558  
1320-122617-0025.wav                     | 6.36     | 4.4024   | 0.6922  
1320-122612-0011.wav                     | 13.70    | 10.6408  | 0.7770  
2300-131720-0016.wav                     | 20.02    | 16.8641  | 0.8426  
1320-122617-0014.wav                     | 4.90     | 3.9055   | 0.7970  
2300-131720-0019.wav                     | 14.82    | 12.8088  | 0.8643  
1320-122617-0022.wav                     | 3.85     | 2.7315   | 0.7086  
1320-122617-0018.wav                     | 9.70     | 7.1096   | 0.7333  
1320-122612-0010.wav                     | 10.20    | 8.6802   | 0.8514  
1320-122617-0000.wav                     | 7.83     | 6.6553   | 0.8494  
1320-122617-0026.wav                     | 5.22     | 4.0683   | 0.7786  
1320-122612-0000.wav                     | 13.48    | 10.1164  | 0.7505  
1320-122617-0010.wav                     | 10.00    | 8.1866   | 0.8187  
1320-122617-0029.wav                     | 7.88     | 6.0589   | 0.7694  
3729-6852-0025.wav                       | 3.00     | 2.1858   | 0.7286  
2300-131720-0033.wav                     | 17.61    | 13.9472  | 0.7922  
1320-122617-0006.wav                     | 5.66     | 4.0895   | 0.7232  
1320-122617-0033.wav                     | 11.04    | 8.5323   | 0.7725  
1320-122617-0027.wav                     | 5.69     | 4.5329   | 0.7967  
1320-122617-0039.wav                     | 7.05     | 5.2949   | 0.7505  
1320-122617-0013.wav                     | 10.76    | 8.4284   | 0.7837  
3729-6852-0013.wav                       | 3.30     | 2.5399   | 0.7697  
1320-122617-0003.wav                     | 6.29     | 5.1221   | 0.8150  
3729-6852-0016.wav                       | 4.20     | 3.5438   | 0.8448  
1320-122617-0016.wav                     | 10.09    | 7.6786   | 0.7614  
1320-122617-0020.wav                     | 8.89     | 6.9540   | 0.7818  
3729-6852-0015.wav                       | 2.61     | 2.1848   | 0.8371  
3729-6852-0026.wav                       | 4.69     | 3.5241   | 0.7514  
1320-122617-0002.wav                     | 13.59    | 11.2649  | 0.8292  
1320-122617-0019.wav                     | 8.23     | 6.6339   | 0.8061  
3729-6852-0014.wav                       | 5.71     | 4.4202   | 0.7741  
3729-6852-0038.wav                       | 5.77     | 4.3133   | 0.7475  
3729-6852-0021.wav                       | 2.96     | 2.4156   | 0.8161  
1320-122617-0012.wav                     | 7.59     | 6.6575   | 0.8771  
1320-122617-0034.wav                     | 9.48     | 8.1168   | 0.8557  
3729-6852-0044.wav                       | 6.98     | 5.6530   | 0.8099  
3729-6852-0010.wav                       | 2.75     | 2.4898   | 0.9037  
2300-131720-0028.wav                     | 25.94    | 22.8805  | 0.8821  
1320-122617-0023.wav                     | 7.82     | 7.2523   | 0.9280  
3729-6852-0030.wav                       | 2.84     | 2.0583   | 0.7248  
3729-6852-0039.wav                       | 8.82     | 7.1245   | 0.8073  
3729-6852-0018.wav                       | 6.21     | 5.3216   | 0.8569  
1320-122617-0011.wav                     | 9.76     | 8.7406   | 0.8956  
3729-6852-0037.wav                       | 5.89     | 4.8625   | 0.8256  
3729-6852-0043.wav                       | 4.21     | 3.5793   | 0.8512  
3729-6852-0022.wav                       | 8.31     | 6.6213   | 0.7963  
3729-6852-0019.wav                       | 3.31     | 3.4678   | 1.0493  
3729-6852-0028.wav                       | 5.26     | 5.1488   | 0.9779  
3729-6852-0012.wav                       | 2.86     | 3.2462   | 1.1350  
1320-122617-0004.wav                     | 12.26    | 11.0487  | 0.9012  
1320-122617-0032.wav                     | 11.28    | 10.9034  | 0.9666  
3729-6852-0027.wav                       | 3.00     | 3.5090   | 1.1697  
1320-122617-0036.wav                     | 12.37    | 11.6893  | 0.9450  
1188-133604-0042.wav                     | 2.66     | 3.5252   | 1.3252  
1320-122617-0001.wav                     | 14.05    | 12.8195  | 0.9121  
3729-6852-0036.wav                       | 5.24     | 5.7808   | 1.1032  
3729-6852-0041.wav                       | 10.89    | 10.6658  | 0.9790  
3729-6852-0029.wav                       | 8.61     | 9.6293   | 1.1190  
3729-6852-0031.wav                       | 4.40     | 5.6291   | 1.2793  
1188-133604-0030.wav                     | 1.92     | 2.1120   | 1.1029  
3729-6852-0011.wav                       | 7.37     | 7.5762   | 1.0280  
3729-6852-0007.wav                       | 12.49    | 13.3807  | 1.0713  
3729-6852-0024.wav                       | 5.51     | 8.0670   | 1.4627  
1320-122617-0007.wav                     | 18.52    | 18.2189  | 0.9835  
1188-133604-0010.wav                     | 6.09     | 7.0521   | 1.1570  
3729-6852-0023.wav                       | 8.19     | 10.1587  | 1.2411  
3729-6852-0000.wav                       | 11.17    | 11.7668  | 1.0534  
3729-6852-0001.wav                       | 12.20    | 12.4750  | 1.0230  
2300-131720-0035.wav                     | 25.49    | 25.4258  | 0.9975  
1188-133604-0014.wav                     | 4.39     | 6.5355   | 1.4887  
1320-122617-0028.wav                     | 15.99    | 17.3844  | 1.0869  
3729-6852-0032.wav                       | 13.64    | 14.6260  | 1.0723  
3729-6852-0040.wav                       | 10.66    | 13.1544  | 1.2340  
3729-6852-0046.wav                       | 12.61    | 13.7646  | 1.0920  
3729-6852-0002.wav                       | 8.78     | 11.7583  | 1.3392  
1188-133604-0040.wav                     | 3.23     | 4.2300   | 1.3096  
1188-133604-0038.wav                     | 5.37     | 5.3328   | 0.9940  
1188-133604-0031.wav                     | 4.25     | 4.7117   | 1.1086  
3729-6852-0020.wav                       | 13.21    | 12.1770  | 0.9214  
1188-133604-0039.wav                     | 6.62     | 7.5459   | 1.1390  
3729-6852-0042.wav                       | 15.16    | 16.5327  | 1.0902  
1320-122617-0035.wav                     | 18.22    | 19.2411  | 1.0560  
3729-6852-0017.wav                       | 17.99    | 16.8765  | 0.9381  
1188-133604-0013.wav                     | 3.02     | 2.3353   | 0.7733  
1188-133604-0022.wav                     | 9.63     | 10.4463  | 1.0848  
1188-133604-0043.wav                     | 4.88     | 5.2572   | 1.0762  
3729-6852-0009.wav                       | 18.31    | 18.8743  | 1.0308  
1188-133604-0035.wav                     | 2.92     | 1.8862   | 0.6449  
1188-133604-0000.wav                     | 10.72    | 12.0061  | 1.1195  
3729-6852-0035.wav                       | 20.65    | 20.0635  | 0.9716  
1188-133604-0041.wav                     | 10.07    | 12.8796  | 1.2790  
1188-133604-0006.wav                     | 2.40     | 2.0552   | 0.8563  
1188-133604-0005.wav                     | 8.56     | 8.2759   | 0.9668  
1188-133604-0029.wav                     | 3.71     | 3.0140   | 0.8135  
1188-133604-0020.wav                     | 10.26    | 10.5962  | 1.0328  
7127-75947-0031.wav                      | 1.92     | 1.3186   | 0.6868  
1188-133604-0033.wav                     | 6.62     | 5.3825   | 0.8125  
1188-133604-0025.wav                     | 7.45     | 7.1198   | 0.9557  
3729-6852-0005.wav                       | 18.54    | 19.1123  | 1.0309  
7127-75947-0012.wav                      | 1.69     | 1.2422   | 0.7372  
1188-133604-0017.wav                     | 4.62     | 3.5167   | 0.7620  
1188-133604-0036.wav                     | 7.97     | 6.0856   | 0.7636  
7127-75947-0020.wav                      | 2.17     | 1.5559   | 0.7154  
3729-6852-0004.wav                       | 16.46    | 17.2861  | 1.0502  
3729-6852-0008.wav                       | 23.86    | 22.1234  | 0.9272  
1188-133604-0032.wav                     | 10.98    | 10.0574  | 0.9156  
3729-6852-0034.wav                       | 18.89    | 19.5209  | 1.0331  
1188-133604-0037.wav                     | 14.51    | 15.5466  | 1.0714  
7127-75947-0019.wav                      | 3.88     | 2.9581   | 0.7634  
3729-6852-0003.wav                       | 21.48    | 22.6965  | 1.0566  
7127-75947-0021.wav                      | 4.00     | 3.1126   | 0.7791  
7127-75947-0008.wav                      | 4.16     | 3.3478   | 0.8057  
7127-75947-0030.wav                      | 2.76     | 1.8613   | 0.6744  
1188-133604-0021.wav                     | 14.02    | 16.3533  | 1.1664  
1188-133604-0018.wav                     | 11.55    | 10.2315  | 0.8859  
1188-133604-0019.wav                     | 13.93    | 14.0361  | 1.0076  
7127-75947-0004.wav                      | 1.91     | 1.1879   | 0.6236  
7127-75947-0001.wav                      | 6.64     | 5.6731   | 0.8544  
7127-75947-0013.wav                      | 5.04     | 3.8025   | 0.7537  
7127-75947-0029.wav                      | 5.29     | 4.3970   | 0.8320  
7127-75947-0005.wav                      | 2.15     | 1.6220   | 0.7562  
1188-133604-0024.wav                     | 15.24    | 14.9174  | 0.9788  
1188-133604-0001.wav                     | 9.04     | 7.6128   | 0.8421  
7127-75947-0032.wav                      | 4.75     | 3.5576   | 0.7498  
1188-133604-0004.wav                     | 10.65    | 9.4422   | 0.8866  
7127-75947-0036.wav                      | 2.44     | 1.8483   | 0.7575  
7127-75947-0015.wav                      | 6.26     | 5.0747   | 0.8107  
7127-75947-0018.wav                      | 4.04     | 3.5392   | 0.8760  
7127-75947-0026.wav                      | 6.55     | 5.3887   | 0.8221  
1188-133604-0015.wav                     | 16.09    | 17.2793  | 1.0742  
1188-133604-0027.wav                     | 11.24    | 9.0086   | 0.8011  
7127-75947-0002.wav                      | 3.23     | 2.5057   | 0.7746  
3729-6852-0045.wav                       | 20.38    | 20.5027  | 1.0063  
1188-133604-0026.wav                     | 20.12    | 18.0237  | 0.8956  
7127-75947-0006.wav                      | 3.31     | 2.5854   | 0.7811  
7127-75947-0034.wav                      | 2.96     | 2.2689   | 0.7652  
7127-75947-0023.wav                      | 5.11     | 4.1325   | 0.8087  
7127-75947-0025.wav                      | 5.57     | 4.5170   | 0.8109  
7127-75947-0037.wav                      | 8.82     | 7.8367   | 0.8880  
7127-75947-0007.wav                      | 5.46     | 3.8684   | 0.7085  
7127-75947-0039.wav                      | 10.07    | 8.4260   | 0.8367  
7127-75947-0003.wav                      | 5.98     | 4.6199   | 0.7726  
7127-75947-0017.wav                      | 2.67     | 2.1173   | 0.7945  
7127-75947-0011.wav                      | 3.62     | 2.9000   | 0.8011  
7127-75947-0035.wav                      | 4.42     | 3.6081   | 0.8172  
1188-133604-0007.wav                     | 14.24    | 12.0916  | 0.8491  
7127-75946-0001.wav                      | 2.17     | 1.8226   | 0.8399  
7127-75947-0028.wav                      | 7.46     | 6.0044   | 0.8049  
1188-133604-0003.wav                     | 12.61    | 10.5760  | 0.8387  
1188-133604-0028.wav                     | 19.00    | 17.5080  | 0.9212  
1188-133604-0002.wav                     | 17.96    | 17.4707  | 0.9728  
7127-75946-0019.wav                      | 2.63     | 2.2627   | 0.8587  
7127-75946-0005.wav                      | 2.67     | 1.8764   | 0.7028  
1188-133604-0012.wav                     | 14.65    | 10.7744  | 0.7355  
7127-75947-0010.wav                      | 8.87     | 6.9786   | 0.7872  
7127-75947-0038.wav                      | 11.26    | 9.5151   | 0.8450  
1188-133604-0008.wav                     | 20.75    | 20.5901  | 0.9921  
7127-75946-0021.wav                      | 3.35     | 2.5297   | 0.7540  
7127-75946-0011.wav                      | 3.17     | 2.5661   | 0.8095  
7127-75946-0025.wav                      | 3.96     | 3.1484   | 0.7950  
7127-75946-0009.wav                      | 4.72     | 3.6782   | 0.7793  
7127-75947-0033.wav                      | 8.87     | 6.4954   | 0.7327  
7127-75947-0040.wav                      | 13.79    | 11.5613  | 0.8384  
7127-75946-0003.wav                      | 4.81     | 4.0484   | 0.8417  
1188-133604-0011.wav                     | 15.19    | 12.9651  | 0.8535  
7127-75946-0024.wav                      | 5.09     | 3.9480   | 0.7756  
1188-133604-0016.wav                     | 16.59    | 14.5244  | 0.8752  
7127-75946-0004.wav                      | 4.49     | 3.7399   | 0.8329  
3729-6852-0033.wav                       | 28.57    | 26.7286  | 0.9354  
3729-6852-0006.wav                       | 23.74    | 24.7060  | 1.0407  
4507-16021-0007.wav                      | 2.63     | 1.6399   | 0.6235  
7127-75947-0024.wav                      | 7.33     | 6.1916   | 0.8447  
7127-75947-0027.wav                      | 8.09     | 7.1422   | 0.8828  
7127-75946-0008.wav                      | 4.46     | 3.3561   | 0.7525  
7127-75946-0010.wav                      | 3.60     | 3.2615   | 0.9060  
1188-133604-0009.wav                     | 23.06    | 22.5892  | 0.9796  
7127-75946-0007.wav                      | 4.75     | 3.7227   | 0.7829  
4507-16021-0027.wav                      | 2.00     | 1.3696   | 0.6865  
7127-75947-0016.wav                      | 7.48     | 6.5467   | 0.8752  
7127-75946-0023.wav                      | 3.75     | 3.3635   | 0.8981  
7127-75946-0020.wav                      | 6.52     | 5.8510   | 0.8974  
7127-75947-0022.wav                      | 12.35    | 10.1936  | 0.8254  
7127-75947-0014.wav                      | 10.12    | 8.5262   | 0.8429  
7127-75946-0006.wav                      | 7.98     | 6.2278   | 0.7804  
4507-16021-0000.wav                      | 2.59     | 1.7252   | 0.6661  
4507-16021-0041.wav                      | 2.98     | 2.3112   | 0.7769  
4507-16021-0044.wav                      | 2.19     | 1.8744   | 0.8559  
7127-75946-0015.wav                      | 7.51     | 6.4500   | 0.8583  
4507-16021-0043.wav                      | 3.99     | 3.4258   | 0.8586  
1188-133604-0023.wav                     | 23.67    | 22.9081  | 0.9678  
4507-16021-0058.wav                      | 3.11     | 2.6324   | 0.8464  
4507-16021-0005.wav                      | 4.21     | 3.3257   | 0.7900  
1188-133604-0044.wav                     | 18.55    | 15.3924  | 0.8300  
7127-75946-0029.wav                      | 9.29     | 7.4451   | 0.8018  
4507-16021-0019.wav                      | 2.93     | 2.0341   | 0.6942  
4507-16021-0012.wav                      | 2.73     | 2.3270   | 0.8508  
7127-75946-0018.wav                      | 9.14     | 7.6354   | 0.8354  
4507-16021-0054.wav                      | 4.32     | 3.4066   | 0.7895  
4507-16021-0008.wav                      | 3.59     | 2.6661   | 0.7427  
4507-16021-0015.wav                      | 3.86     | 2.2624   | 0.5861  
4507-16021-0006.wav                      | 2.11     | 1.5467   | 0.7330  
4507-16021-0022.wav                      | 6.20     | 5.5670   | 0.8979  
7127-75946-0012.wav                      | 9.87     | 8.0296   | 0.8135  
4507-16021-0002.wav                      | 3.19     | 2.2707   | 0.7129  
1188-133604-0034.wav                     | 20.91    | 18.0490  | 0.8634  
4507-16021-0055.wav                      | 7.22     | 5.6647   | 0.7840  
7127-75946-0013.wav                      | 8.58     | 7.1465   | 0.8329  
4507-16021-0033.wav                      | 5.54     | 4.4317   | 0.7992  
4507-16021-0056.wav                      | 6.34     | 4.6394   | 0.7312  
7127-75946-0027.wav                      | 9.68     | 8.1866   | 0.8462  
4507-16021-0028.wav                      | 3.27     | 2.4511   | 0.7507  
7127-75946-0016.wav                      | 11.21    | 8.6551   | 0.7721  
7127-75947-0000.wav                      | 17.97    | 15.2269  | 0.8473  
4507-16021-0049.wav                      | 5.91     | 4.7282   | 0.8000  
4507-16021-0003.wav                      | 4.89     | 4.1292   | 0.8436  
4507-16021-0045.wav                      | 4.89     | 4.1865   | 0.8561  
7127-75946-0022.wav                      | 10.94    | 8.4444   | 0.7719  
4507-16021-0004.wav                      | 2.13     | 1.5921   | 0.7457  
7127-75946-0014.wav                      | 10.18    | 8.1787   | 0.8038  
4507-16021-0048.wav                      | 5.21     | 4.6851   | 0.8984  
4507-16021-0009.wav                      | 11.30    | 8.1372   | 0.7198  
4507-16021-0052.wav                      | 6.28     | 4.9551   | 0.7897  
4507-16021-0050.wav                      | 3.90     | 3.0630   | 0.7864  
4507-16021-0018.wav                      | 3.38     | 2.6082   | 0.7728  
4507-16021-0037.wav                      | 5.35     | 3.8507   | 0.7198  
4507-16021-0040.wav                      | 3.92     | 2.9737   | 0.7576  
7127-75946-0002.wav                      | 13.19    | 11.9048  | 0.9026  
4507-16021-0029.wav                      | 3.87     | 2.8321   | 0.7318  
4507-16021-0046.wav                      | 4.59     | 3.6548   | 0.7962  
4507-16021-0057.wav                      | 4.61     | 4.0096   | 0.8698  
4507-16021-0038.wav                      | 3.88     | 2.8823   | 0.7419  
4507-16021-0024.wav                      | 5.14     | 4.1040   | 0.7984  
4507-16021-0051.wav                      | 6.17     | 4.7888   | 0.7761  
6930-81414-0025.wav                      | 2.53     | 2.1467   | 0.8485  
7127-75946-0017.wav                      | 12.33    | 11.0910  | 0.8995  
4507-16021-0014.wav                      | 6.12     | 5.4688   | 0.8943  
4507-16021-0011.wav                      | 5.62     | 4.8904   | 0.8710  
6930-81414-0016.wav                      | 2.16     | 1.9068   | 0.8828  
4507-16021-0059.wav                      | 6.21     | 5.9107   | 0.9526  
6930-81414-0003.wav                      | 3.29     | 3.8795   | 1.1774  
4507-16021-0036.wav                      | 5.43     | 5.0730   | 0.9334  
6930-81414-0022.wav                      | 4.34     | 3.8857   | 0.8953  
4507-16021-0042.wav                      | 10.38    | 8.7709   | 0.8454  
4507-16021-0013.wav                      | 10.44    | 10.4061  | 0.9968  
6930-81414-0020.wav                      | 5.00     | 4.8065   | 0.9613  
6930-81414-0026.wav                      | 3.08     | 2.7665   | 0.8997  
4507-16021-0035.wav                      | 7.54     | 7.6506   | 1.0153  
4507-16021-0053.wav                      | 8.10     | 8.7068   | 1.0756  
6930-81414-0008.wav                      | 6.05     | 6.2227   | 1.0277  
6930-81414-0017.wav                      | 2.34     | 3.4858   | 1.4896  
6930-81414-0024.wav                      | 5.05     | 5.6742   | 1.1236  
7127-75946-0028.wav                      | 16.07    | 15.1705  | 0.9437  
7127-75947-0009.wav                      | 22.84    | 22.3829  | 0.9800  
6930-81414-0012.wav                      | 4.43     | 5.2292   | 1.1804  
6930-81414-0002.wav                      | 3.31     | 4.0764   | 1.2334  
6930-81414-0010.wav                      | 3.83     | 4.7300   | 1.2334  
6930-81414-0027.wav                      | 3.85     | 4.8756   | 1.2664  
6930-81414-0006.wav                      | 6.80     | 7.0889   | 1.0425  
6930-81414-0023.wav                      | 4.88     | 5.5998   | 1.1463  
6930-81414-0013.wav                      | 7.33     | 7.3000   | 0.9966  
6930-81414-0005.wav                      | 1.81     | 2.5229   | 1.3900  
6930-81414-0021.wav                      | 3.23     | 2.7436   | 0.8507  
4507-16021-0017.wav                      | 10.59    | 11.0940  | 1.0481  
6930-81414-0019.wav                      | 3.38     | 3.7741   | 1.1166  
6930-81414-0007.wav                      | 4.37     | 5.1231   | 1.1737  
7127-75946-0026.wav                      | 20.15    | 18.4842  | 0.9173  
6930-81414-0018.wav                      | 2.93     | 4.4719   | 1.5263  
4507-16021-0030.wav                      | 14.79    | 14.3297  | 0.9689  
6930-76324-0007.wav                      | 2.82     | 2.7645   | 0.9803  
6930-81414-0011.wav                      | 4.70     | 5.4419   | 1.1579  
6930-76324-0010.wav                      | 2.69     | 2.5913   | 0.9633  
6930-76324-0009.wav                      | 3.40     | 4.6167   | 1.3559  
6930-76324-0000.wav                      | 3.02     | 3.6093   | 1.1931  
6930-76324-0022.wav                      | 1.90     | 2.9753   | 1.5701  
4507-16021-0023.wav                      | 12.07    | 12.2339  | 1.0136  
6930-81414-0015.wav                      | 3.73     | 5.2481   | 1.4070  
6930-81414-0014.wav                      | 7.41     | 9.0994   | 1.2280  
6930-76324-0019.wav                      | 2.58     | 3.2328   | 1.2554  
6930-76324-0018.wav                      | 2.14     | 2.8738   | 1.3429  
6930-76324-0003.wav                      | 3.38     | 5.5593   | 1.6423  
6930-76324-0001.wav                      | 3.20     | 4.1337   | 1.2918  
4507-16021-0001.wav                      | 11.32    | 13.6834  | 1.2088  
6930-76324-0002.wav                      | 5.56     | 6.5201   | 1.1727  
4507-16021-0031.wav                      | 14.31    | 14.7946  | 1.0339  
6930-76324-0013.wav                      | 4.30     | 6.2450   | 1.4506  
4507-16021-0025.wav                      | 9.21     | 11.7578  | 1.2759  
6930-76324-0026.wav                      | 3.08     | 5.4602   | 1.7699  
4507-16021-0034.wav                      | 11.27    | 13.1645  | 1.1681  
6930-76324-0025.wav                      | 4.12     | 5.1816   | 1.2577  
6930-76324-0006.wav                      | 4.46     | 5.9447   | 1.3344  
6930-76324-0024.wav                      | 4.05     | 5.1485   | 1.2712  
7127-75946-0000.wav                      | 19.48    | 20.4772  | 1.0515  
6930-76324-0012.wav                      | 4.66     | 6.1307   | 1.3170  
6930-76324-0008.wav                      | 5.18     | 6.2378   | 1.2031  
6930-75918-0011.wav                      | 3.19     | 3.1904   | 0.9986  
6930-76324-0014.wav                      | 4.72     | 5.2092   | 1.1036  
6930-76324-0023.wav                      | 4.85     | 5.3773   | 1.1087  
6930-76324-0004.wav                      | 6.15     | 6.8571   | 1.1150  
6930-75918-0000.wav                      | 3.50     | 3.3165   | 0.9462  
6930-75918-0012.wav                      | 1.94     | 1.3805   | 0.7116  
6930-76324-0017.wav                      | 5.41     | 5.9681   | 1.1032  
6930-76324-0005.wav                      | 5.04     | 5.1824   | 1.0293  
6930-75918-0013.wav                      | 2.94     | 2.2446   | 0.7635  
4507-16021-0016.wav                      | 17.27    | 18.4514  | 1.0687  
6930-75918-0007.wav                      | 3.31     | 3.3386   | 1.0071  
6930-75918-0010.wav                      | 3.04     | 2.5970   | 0.8557  
4507-16021-0039.wav                      | 15.42    | 16.7225  | 1.0845  
6930-81414-0004.wav                      | 9.56     | 11.0884  | 1.1599  
6930-76324-0027.wav                      | 8.27     | 8.7233   | 1.0548  
6930-75918-0002.wav                      | 5.03     | 4.6563   | 0.9266  
4507-16021-0021.wav                      | 14.48    | 15.3263  | 1.0584  
6930-76324-0020.wav                      | 6.32     | 5.9353   | 0.9399  
6930-75918-0008.wav                      | 4.79     | 3.7909   | 0.7922  
4507-16021-0010.wav                      | 15.16    | 15.9039  | 1.0487  
6930-81414-0000.wav                      | 12.89    | 14.4408  | 1.1199  
6930-76324-0021.wav                      | 7.36     | 6.9788   | 0.9489  
6930-75918-0015.wav                      | 6.38     | 5.4907   | 0.8606  
6930-75918-0017.wav                      | 6.16     | 4.4123   | 0.7163  
6930-76324-0028.wav                      | 9.88     | 9.2522   | 0.9369  
