nohup: ignoring input
--------------------------------------------------
正在初始化 Sherpa-onnx (RTF 性能测试)...
加载模型:
  Enc: encoder-epoch-99-avg-1.int8.onnx
  Dec: decoder-epoch-99-avg-1.onnx
  Join: joiner-epoch-99-avg-1.onnx
模型加载完成。
--------------------------------------------------
开始遍历数据集: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean
文件名                                      | 音频时长(s)    | 推理耗时(s)    | 实时率(RTF)  
2300-131720-0003.wav                     | 16.76      | 1.6143     | 0.0963    
2300-131720-0014.wav                     | 3.75       | 0.3330     | 0.0888    
2300-131720-0011.wav                     | 15.88      | 1.4754     | 0.0929    
2300-131720-0002.wav                     | 13.12      | 1.1994     | 0.0915    
2300-131720-0017.wav                     | 19.91      | 1.8586     | 0.0933    
2300-131720-0040.wav                     | 5.46       | 0.4842     | 0.0888    
2300-131720-0041.wav                     | 3.75       | 0.3394     | 0.0905    
2300-131720-0024.wav                     | 4.77       | 0.4346     | 0.0911    
2300-131720-0023.wav                     | 11.06      | 1.0387     | 0.0939    
2300-131720-0004.wav                     | 19.91      | 1.8905     | 0.0950    
2300-131720-0010.wav                     | 10.82      | 1.0115     | 0.0935    
2300-131720-0026.wav                     | 17.59      | 1.6446     | 0.0935    
2300-131720-0006.wav                     | 4.12       | 0.3670     | 0.0891    
2300-131720-0007.wav                     | 13.45      | 1.2508     | 0.0930    
2300-131720-0005.wav                     | 6.90       | 0.6486     | 0.0940    
2300-131720-0028.wav                     | 25.94      | 2.5176     | 0.0971    
2300-131720-0020.wav                     | 10.35      | 0.9982     | 0.0964    
2300-131720-0021.wav                     | 10.95      | 1.0381     | 0.0948    
2300-131720-0032.wav                     | 11.69      | 1.1647     | 0.0996    
2300-131720-0030.wav                     | 9.98       | 0.9545     | 0.0956    
2300-131720-0016.wav                     | 20.02      | 1.9442     | 0.0971    
2300-131720-0038.wav                     | 5.61       | 0.5220     | 0.0931    
2300-131720-0036.wav                     | 7.08       | 0.6758     | 0.0954    
2300-131720-0027.wav                     | 8.62       | 0.8229     | 0.0955    
2300-131720-0018.wav                     | 12.54      | 1.1755     | 0.0937    
2300-131720-0015.wav                     | 8.88       | 0.8674     | 0.0977    
2300-131720-0034.wav                     | 8.61       | 0.8027     | 0.0933    
2300-131720-0001.wav                     | 14.63      | 1.3995     | 0.0957    
2300-131720-0009.wav                     | 9.61       | 0.9095     | 0.0947    
2300-131720-0029.wav                     | 6.42       | 0.6096     | 0.0949    
2300-131720-0031.wav                     | 16.59      | 1.5995     | 0.0964    
2300-131720-0008.wav                     | 9.12       | 0.8828     | 0.0967    
2300-131720-0013.wav                     | 13.89      | 1.3176     | 0.0949    
2300-131720-0025.wav                     | 15.28      | 1.4709     | 0.0963    
2300-131720-0037.wav                     | 7.96       | 0.7273     | 0.0913    
2300-131720-0039.wav                     | 2.38       | 0.2129     | 0.0893    
2300-131720-0019.wav                     | 14.82      | 1.4707     | 0.0992    
2300-131720-0033.wav                     | 17.61      | 1.6726     | 0.0950    
2300-131720-0022.wav                     | 13.66      | 1.2874     | 0.0942    
2300-131720-0012.wav                     | 11.14      | 1.0503     | 0.0942    
2300-131720-0035.wav                     | 25.49      | 2.4468     | 0.0960    
1320-122612-0011.wav                     | 13.70      | 1.3067     | 0.0954    
1320-122612-0006.wav                     | 4.84       | 0.4281     | 0.0884    
1320-122612-0008.wav                     | 7.88       | 0.7766     | 0.0986    
1320-122612-0001.wav                     | 9.52       | 0.8902     | 0.0935    
1320-122612-0012.wav                     | 10.49      | 0.9915     | 0.0945    
1320-122612-0003.wav                     | 9.87       | 0.9202     | 0.0933    
1320-122612-0004.wav                     | 6.42       | 0.5788     | 0.0901    
1320-122612-0009.wav                     | 3.88       | 0.3823     | 0.0985    
1320-122612-0015.wav                     | 6.38       | 0.5949     | 0.0932    
1320-122612-0007.wav                     | 5.54       | 0.5473     | 0.0988    
1320-122612-0013.wav                     | 6.55       | 0.6273     | 0.0958    
1320-122612-0016.wav                     | 3.49       | 0.3125     | 0.0895    
1320-122612-0000.wav                     | 13.48      | 1.2317     | 0.0914    
1320-122612-0002.wav                     | 7.46       | 0.7267     | 0.0974    
1320-122612-0014.wav                     | 3.52       | 0.3130     | 0.0890    
1320-122612-0010.wav                     | 10.20      | 0.9380     | 0.0920    
1320-122612-0005.wav                     | 5.92       | 0.4822     | 0.0815    
1320-122617-0038.wav                     | 2.24       | 0.1597     | 0.0713    
1320-122617-0002.wav                     | 13.59      | 1.1133     | 0.0820    
1320-122617-0031.wav                     | 6.29       | 0.5044     | 0.0803    
1320-122617-0037.wav                     | 7.18       | 0.5699     | 0.0794    
1320-122617-0024.wav                     | 7.55       | 0.6183     | 0.0818    
1320-122617-0010.wav                     | 10.00      | 0.7959     | 0.0796    
1320-122617-0018.wav                     | 9.70       | 0.7849     | 0.0810    
1320-122617-0009.wav                     | 7.71       | 0.6008     | 0.0780    
1320-122617-0040.wav                     | 7.97       | 0.6250     | 0.0784    
1320-122617-0033.wav                     | 11.04      | 0.8785     | 0.0795    
1320-122617-0015.wav                     | 5.12       | 0.3880     | 0.0757    
1320-122617-0017.wav                     | 5.66       | 0.4477     | 0.0792    
1320-122617-0000.wav                     | 7.83       | 0.6231     | 0.0795    
1320-122617-0007.wav                     | 18.52      | 1.4955     | 0.0807    
1320-122617-0013.wav                     | 10.76      | 0.8671     | 0.0806    
1320-122617-0005.wav                     | 4.40       | 0.3471     | 0.0789    
1320-122617-0041.wav                     | 4.15       | 0.3247     | 0.0782    
1320-122617-0021.wav                     | 5.33       | 0.4324     | 0.0811    
1320-122617-0030.wav                     | 3.98       | 0.3357     | 0.0843    
1320-122617-0008.wav                     | 4.18       | 0.3206     | 0.0766    
1320-122617-0025.wav                     | 6.36       | 0.5075     | 0.0798    
1320-122617-0029.wav                     | 7.88       | 0.6267     | 0.0796    
1320-122617-0016.wav                     | 10.09      | 0.8223     | 0.0815    
1320-122617-0001.wav                     | 14.05      | 1.1594     | 0.0825    
1320-122617-0014.wav                     | 4.90       | 0.4038     | 0.0824    
1320-122617-0020.wav                     | 8.89       | 0.7308     | 0.0822    
1320-122617-0026.wav                     | 5.22       | 0.4275     | 0.0818    
1320-122617-0034.wav                     | 9.48       | 0.7696     | 0.0811    
1320-122617-0036.wav                     | 12.37      | 0.9992     | 0.0808    
1320-122617-0039.wav                     | 7.05       | 0.5512     | 0.0781    
1320-122617-0004.wav                     | 12.26      | 0.9956     | 0.0812    
1320-122617-0019.wav                     | 8.23       | 0.6535     | 0.0794    
1320-122617-0035.wav                     | 18.22      | 1.4576     | 0.0800    
1320-122617-0028.wav                     | 15.99      | 1.2901     | 0.0807    
1320-122617-0032.wav                     | 11.28      | 0.9165     | 0.0813    
1320-122617-0011.wav                     | 9.76       | 0.7918     | 0.0811    
1320-122617-0022.wav                     | 3.85       | 0.2951     | 0.0765    
1320-122617-0012.wav                     | 7.59       | 0.5985     | 0.0789    
1320-122617-0027.wav                     | 5.69       | 0.4464     | 0.0785    
1320-122617-0003.wav                     | 6.29       | 0.4928     | 0.0784    
1320-122617-0006.wav                     | 5.66       | 0.4599     | 0.0813    
1320-122617-0023.wav                     | 7.82       | 0.6349     | 0.0812    
3729-6852-0035.wav                       | 20.65      | 1.7444     | 0.0845    
3729-6852-0039.wav                       | 8.82       | 0.7180     | 0.0814    
3729-6852-0007.wav                       | 12.49      | 1.0216     | 0.0818    
3729-6852-0008.wav                       | 23.86      | 1.9624     | 0.0822    
3729-6852-0041.wav                       | 10.89      | 0.8793     | 0.0807    
3729-6852-0009.wav                       | 18.31      | 1.4604     | 0.0798    
3729-6852-0003.wav                       | 21.48      | 1.7254     | 0.0803    
3729-6852-0044.wav                       | 6.98       | 0.5503     | 0.0788    
3729-6852-0014.wav                       | 5.71       | 0.4466     | 0.0782    
3729-6852-0025.wav                       | 3.00       | 0.2338     | 0.0779    
3729-6852-0016.wav                       | 4.20       | 0.3188     | 0.0760    
3729-6852-0038.wav                       | 5.77       | 0.4553     | 0.0789    
3729-6852-0042.wav                       | 15.16      | 1.2167     | 0.0802    
3729-6852-0017.wav                       | 17.99      | 1.7684     | 0.0983    
3729-6852-0013.wav                       | 3.30       | 0.3102     | 0.0940    
3729-6852-0005.wav                       | 18.54      | 1.7572     | 0.0948    
3729-6852-0026.wav                       | 4.69       | 0.4262     | 0.0909    
3729-6852-0022.wav                       | 8.31       | 0.7850     | 0.0944    
3729-6852-0032.wav                       | 13.64      | 1.2815     | 0.0940    
3729-6852-0018.wav                       | 6.21       | 0.5720     | 0.0921    
3729-6852-0029.wav                       | 8.61       | 0.7918     | 0.0920    
3729-6852-0015.wav                       | 2.61       | 0.2115     | 0.0810    
3729-6852-0034.wav                       | 18.89      | 1.8408     | 0.0974    
3729-6852-0001.wav                       | 12.20      | 1.1890     | 0.0975    
3729-6852-0037.wav                       | 5.89       | 0.5668     | 0.0962    
3729-6852-0046.wav                       | 12.61      | 1.2150     | 0.0964    
3729-6852-0021.wav                       | 2.96       | 0.2710     | 0.0916    
3729-6852-0000.wav                       | 11.17      | 1.0382     | 0.0929    
3729-6852-0028.wav                       | 5.26       | 0.4935     | 0.0937    
3729-6852-0033.wav                       | 28.57      | 2.7353     | 0.0957    
3729-6852-0040.wav                       | 10.66      | 0.9983     | 0.0937    
3729-6852-0010.wav                       | 2.75       | 0.2404     | 0.0873    
3729-6852-0004.wav                       | 16.46      | 1.5971     | 0.0970    
3729-6852-0036.wav                       | 5.24       | 0.4930     | 0.0941    
3729-6852-0030.wav                       | 2.84       | 0.2398     | 0.0844    
3729-6852-0043.wav                       | 4.21       | 0.3712     | 0.0883    
3729-6852-0023.wav                       | 8.19       | 0.7870     | 0.0962    
3729-6852-0011.wav                       | 7.37       | 0.6973     | 0.0946    
3729-6852-0019.wav                       | 3.31       | 0.3126     | 0.0946    
3729-6852-0024.wav                       | 5.51       | 0.5419     | 0.0983    
3729-6852-0002.wav                       | 8.78       | 0.8493     | 0.0967    
3729-6852-0020.wav                       | 13.21      | 1.2673     | 0.0959    
3729-6852-0045.wav                       | 20.38      | 1.9339     | 0.0949    
3729-6852-0006.wav                       | 23.74      | 2.3103     | 0.0973    
3729-6852-0012.wav                       | 2.86       | 0.2517     | 0.0880    
3729-6852-0027.wav                       | 3.00       | 0.2788     | 0.0929    
3729-6852-0031.wav                       | 4.40       | 0.3974     | 0.0903    
1188-133604-0010.wav                     | 6.09       | 0.5521     | 0.0906    
1188-133604-0042.wav                     | 2.66       | 0.2466     | 0.0927    
1188-133604-0037.wav                     | 14.51      | 1.3850     | 0.0955    
1188-133604-0041.wav                     | 10.07      | 0.9452     | 0.0939    
1188-133604-0021.wav                     | 14.02      | 1.3536     | 0.0965    
1188-133604-0000.wav                     | 10.72      | 1.0334     | 0.0964    
1188-133604-0022.wav                     | 9.63       | 0.8960     | 0.0930    
1188-133604-0026.wav                     | 20.12      | 1.9014     | 0.0945    
1188-133604-0008.wav                     | 20.75      | 2.0014     | 0.0964    
1188-133604-0009.wav                     | 23.06      | 2.1908     | 0.0950    
1188-133604-0015.wav                     | 16.09      | 1.5187     | 0.0944    
1188-133604-0014.wav                     | 4.39       | 0.3938     | 0.0897    
1188-133604-0020.wav                     | 10.26      | 0.9463     | 0.0922    
1188-133604-0019.wav                     | 13.93      | 1.2948     | 0.0929    
1188-133604-0024.wav                     | 15.24      | 1.4152     | 0.0929    
1188-133604-0023.wav                     | 23.67      | 2.2199     | 0.0938    
1188-133604-0030.wav                     | 1.92       | 0.1563     | 0.0816    
1188-133604-0039.wav                     | 6.62       | 0.6165     | 0.0931    
1188-133604-0028.wav                     | 19.00      | 1.8059     | 0.0950    
1188-133604-0002.wav                     | 17.96      | 1.7105     | 0.0952    
1188-133604-0005.wav                     | 8.56       | 0.7926     | 0.0926    
1188-133604-0038.wav                     | 5.37       | 0.5033     | 0.0938    
1188-133604-0032.wav                     | 10.98      | 1.0647     | 0.0969    
1188-133604-0031.wav                     | 4.25       | 0.4255     | 0.1001    
1188-133604-0040.wav                     | 3.23       | 0.2798     | 0.0866    
1188-133604-0025.wav                     | 7.45       | 0.7288     | 0.0978    
1188-133604-0018.wav                     | 11.55      | 1.0731     | 0.0929    
1188-133604-0043.wav                     | 4.88       | 0.4676     | 0.0957    
1188-133604-0033.wav                     | 6.62       | 0.6081     | 0.0918    
1188-133604-0007.wav                     | 14.24      | 1.3846     | 0.0972    
1188-133604-0036.wav                     | 7.97       | 0.7674     | 0.0963    
1188-133604-0016.wav                     | 16.59      | 1.6557     | 0.0998    
1188-133604-0013.wav                     | 3.02       | 0.3377     | 0.1118    
1188-133604-0004.wav                     | 10.65      | 1.0304     | 0.0968    
1188-133604-0034.wav                     | 20.91      | 2.0481     | 0.0980    
1188-133604-0029.wav                     | 3.71       | 0.3399     | 0.0917    
1188-133604-0003.wav                     | 12.61      | 1.2641     | 0.1002    
1188-133604-0027.wav                     | 11.24      | 1.0693     | 0.0951    
1188-133604-0011.wav                     | 15.19      | 1.4515     | 0.0956    
1188-133604-0001.wav                     | 9.04       | 0.8424     | 0.0932    
1188-133604-0035.wav                     | 2.92       | 0.2404     | 0.0822    
1188-133604-0012.wav                     | 14.65      | 1.3733     | 0.0937    
1188-133604-0006.wav                     | 2.40       | 0.2117     | 0.0882    
1188-133604-0044.wav                     | 18.55      | 1.7224     | 0.0929    
1188-133604-0017.wav                     | 4.62       | 0.4231     | 0.0917    
7127-75947-0001.wav                      | 6.64       | 0.6362     | 0.0958    
7127-75947-0039.wav                      | 10.07      | 0.9501     | 0.0944    
7127-75947-0040.wav                      | 13.79      | 1.2975     | 0.0941    
7127-75947-0037.wav                      | 8.82       | 0.8274     | 0.0938    
7127-75947-0031.wav                      | 1.92       | 0.1541     | 0.0803    
7127-75947-0038.wav                      | 11.26      | 1.0642     | 0.0945    
7127-75947-0009.wav                      | 22.84      | 2.1647     | 0.0948    
7127-75947-0021.wav                      | 4.00       | 0.3646     | 0.0913    
7127-75947-0029.wav                      | 5.29       | 0.4900     | 0.0927    
7127-75947-0019.wav                      | 3.88       | 0.3322     | 0.0857    
7127-75947-0008.wav                      | 4.16       | 0.3664     | 0.0882    
7127-75947-0020.wav                      | 2.17       | 0.1812     | 0.0833    
7127-75947-0000.wav                      | 17.97      | 1.6847     | 0.0937    
7127-75947-0013.wav                      | 5.04       | 0.4612     | 0.0914    
7127-75947-0012.wav                      | 1.69       | 0.1543     | 0.0916    
7127-75947-0026.wav                      | 6.55       | 0.6021     | 0.0919    
7127-75947-0015.wav                      | 6.26       | 0.6054     | 0.0967    
7127-75947-0022.wav                      | 12.35      | 1.1942     | 0.0967    
7127-75947-0028.wav                      | 7.46       | 0.7158     | 0.0960    
7127-75947-0032.wav                      | 4.75       | 0.4327     | 0.0912    
7127-75947-0030.wav                      | 2.76       | 0.2768     | 0.1003    
7127-75947-0010.wav                      | 8.87       | 0.8360     | 0.0943    
7127-75947-0025.wav                      | 5.57       | 0.5178     | 0.0930    
7127-75947-0003.wav                      | 5.98       | 0.5484     | 0.0917    
7127-75947-0018.wav                      | 4.04       | 0.3716     | 0.0920    
7127-75947-0023.wav                      | 5.11       | 0.5165     | 0.1011    
7127-75947-0004.wav                      | 1.91       | 0.1516     | 0.0796    
7127-75947-0005.wav                      | 2.15       | 0.1832     | 0.0854    
7127-75947-0007.wav                      | 5.46       | 0.4916     | 0.0900    
7127-75947-0014.wav                      | 10.12      | 0.9427     | 0.0932    
7127-75947-0033.wav                      | 8.87       | 0.8226     | 0.0928    
7127-75947-0002.wav                      | 3.23       | 0.2711     | 0.0838    
7127-75947-0006.wav                      | 3.31       | 0.3177     | 0.0960    
7127-75947-0035.wav                      | 4.42       | 0.3906     | 0.0885    
7127-75947-0036.wav                      | 2.44       | 0.2119     | 0.0868    
7127-75947-0027.wav                      | 8.09       | 0.7585     | 0.0938    
7127-75947-0011.wav                      | 3.62       | 0.3309     | 0.0914    
7127-75947-0034.wav                      | 2.96       | 0.2760     | 0.0931    
7127-75947-0024.wav                      | 7.33       | 0.6783     | 0.0925    
7127-75947-0017.wav                      | 2.67       | 0.2443     | 0.0917    
7127-75947-0016.wav                      | 7.48       | 0.7173     | 0.0959    
7127-75946-0026.wav                      | 20.15      | 1.9036     | 0.0945    
7127-75946-0002.wav                      | 13.19      | 1.2117     | 0.0919    
7127-75946-0001.wav                      | 2.17       | 0.1811     | 0.0835    
7127-75946-0019.wav                      | 2.63       | 0.2425     | 0.0920    
7127-75946-0006.wav                      | 7.98       | 0.7326     | 0.0918    
7127-75946-0020.wav                      | 6.52       | 0.6241     | 0.0957    
7127-75946-0003.wav                      | 4.81       | 0.4325     | 0.0899    
7127-75946-0029.wav                      | 9.29       | 0.8618     | 0.0928    
7127-75946-0018.wav                      | 9.14       | 0.8525     | 0.0933    
7127-75946-0012.wav                      | 9.87       | 0.9170     | 0.0929    
7127-75946-0009.wav                      | 4.72       | 0.4300     | 0.0911    
7127-75946-0015.wav                      | 7.51       | 0.7017     | 0.0934    
7127-75946-0024.wav                      | 5.09       | 0.4599     | 0.0903    
7127-75946-0005.wav                      | 2.67       | 0.2416     | 0.0905    
7127-75946-0021.wav                      | 3.35       | 0.3060     | 0.0912    
7127-75946-0004.wav                      | 4.49       | 0.3986     | 0.0888    
7127-75946-0016.wav                      | 11.21      | 1.0389     | 0.0927    
7127-75946-0025.wav                      | 3.96       | 0.3680     | 0.0929    
7127-75946-0028.wav                      | 16.07      | 1.5208     | 0.0946    
7127-75946-0011.wav                      | 3.17       | 0.2726     | 0.0860    
7127-75946-0027.wav                      | 9.68       | 0.9327     | 0.0964    
7127-75946-0000.wav                      | 19.48      | 1.8574     | 0.0954    
7127-75946-0013.wav                      | 8.58       | 0.7958     | 0.0928    
7127-75946-0007.wav                      | 4.75       | 0.4281     | 0.0900    
7127-75946-0022.wav                      | 10.94      | 1.0291     | 0.0941    
7127-75946-0017.wav                      | 12.33      | 1.2205     | 0.0990    
7127-75946-0008.wav                      | 4.46       | 0.4119     | 0.0924    
7127-75946-0010.wav                      | 3.60       | 0.3485     | 0.0968    
7127-75946-0014.wav                      | 10.18      | 0.9729     | 0.0956    
7127-75946-0023.wav                      | 3.75       | 0.3446     | 0.0920    
4507-16021-0009.wav                      | 11.30      | 1.0876     | 0.0962    
4507-16021-0022.wav                      | 6.20       | 0.5891     | 0.0950    
4507-16021-0026.wav                      | 31.61      | 3.0895     | 0.0977    
4507-16021-0055.wav                      | 7.22       | 0.6895     | 0.0954    
4507-16021-0007.wav                      | 2.63       | 0.2255     | 0.0858    
4507-16021-0043.wav                      | 3.99       | 0.3812     | 0.0955    
4507-16021-0005.wav                      | 4.21       | 0.3869     | 0.0919    
4507-16021-0041.wav                      | 2.98       | 0.2812     | 0.0945    
4507-16021-0027.wav                      | 2.00       | 0.1890     | 0.0947    
4507-16021-0030.wav                      | 14.79      | 1.4339     | 0.0970    
4507-16021-0056.wav                      | 6.34       | 0.6195     | 0.0976    
4507-16021-0033.wav                      | 5.54       | 0.5311     | 0.0958    
4507-16021-0013.wav                      | 10.44      | 1.0044     | 0.0962    
4507-16021-0000.wav                      | 2.59       | 0.2224     | 0.0859    
4507-16021-0058.wav                      | 3.11       | 0.2802     | 0.0901    
4507-16021-0020.wav                      | 22.50      | 2.2117     | 0.0983    
4507-16021-0054.wav                      | 4.32       | 0.4093     | 0.0948    
4507-16021-0044.wav                      | 2.19       | 0.1966     | 0.0898    
4507-16021-0049.wav                      | 5.91       | 0.5699     | 0.0964    
4507-16021-0016.wav                      | 17.27      | 1.6164     | 0.0936    
4507-16021-0003.wav                      | 4.89       | 0.4685     | 0.0957    
4507-16021-0045.wav                      | 4.89       | 0.4657     | 0.0952    
4507-16021-0008.wav                      | 3.59       | 0.3094     | 0.0862    
4507-16021-0032.wav                      | 28.09      | 2.6725     | 0.0951    
4507-16021-0012.wav                      | 2.73       | 0.2492     | 0.0911    
4507-16021-0019.wav                      | 2.93       | 0.2476     | 0.0845    
4507-16021-0048.wav                      | 5.21       | 0.5025     | 0.0964    
4507-16021-0052.wav                      | 6.28       | 0.5858     | 0.0934    
4507-16021-0042.wav                      | 10.38      | 1.0029     | 0.0967    
4507-16021-0015.wav                      | 3.86       | 0.3478     | 0.0901    
4507-16021-0002.wav                      | 3.19       | 0.2810     | 0.0882    
4507-16021-0017.wav                      | 10.59      | 1.0193     | 0.0963    
4507-16021-0031.wav                      | 14.31      | 1.4173     | 0.0990    
4507-16021-0006.wav                      | 2.11       | 0.1868     | 0.0885    
4507-16021-0028.wav                      | 3.27       | 0.2879     | 0.0882    
4507-16021-0053.wav                      | 8.10       | 0.7830     | 0.0967    
4507-16021-0001.wav                      | 11.32      | 1.0814     | 0.0955    
4507-16021-0039.wav                      | 15.42      | 1.4416     | 0.0935    
4507-16021-0023.wav                      | 12.07      | 1.1790     | 0.0977    
4507-16021-0037.wav                      | 5.35       | 0.5091     | 0.0952    
4507-16021-0051.wav                      | 6.17       | 0.5902     | 0.0956    
4507-16021-0047.wav                      | 34.95      | 3.3381     | 0.0955    
4507-16021-0014.wav                      | 6.12       | 0.5523     | 0.0903    
4507-16021-0050.wav                      | 3.90       | 0.3388     | 0.0870    
4507-16021-0057.wav                      | 4.61       | 0.4305     | 0.0934    
4507-16021-0035.wav                      | 7.54       | 0.6912     | 0.0917    
4507-16021-0034.wav                      | 11.27      | 1.0436     | 0.0926    
4507-16021-0046.wav                      | 4.59       | 0.4353     | 0.0948    
4507-16021-0024.wav                      | 5.14       | 0.4520     | 0.0879    
4507-16021-0059.wav                      | 6.21       | 0.5806     | 0.0936    
4507-16021-0018.wav                      | 3.38       | 0.3122     | 0.0925    
4507-16021-0040.wav                      | 3.92       | 0.3661     | 0.0933    
4507-16021-0004.wav                      | 2.13       | 0.1813     | 0.0849    
4507-16021-0011.wav                      | 5.62       | 0.5217     | 0.0929    
4507-16021-0021.wav                      | 14.48      | 1.3684     | 0.0945    
4507-16021-0029.wav                      | 3.87       | 0.3328     | 0.0860    
4507-16021-0010.wav                      | 15.16      | 1.4337     | 0.0945    
4507-16021-0036.wav                      | 5.43       | 0.5027     | 0.0925    
4507-16021-0038.wav                      | 3.88       | 0.3335     | 0.0858    
4507-16021-0025.wav                      | 9.21       | 0.8507     | 0.0923    
6930-81414-0013.wav                      | 7.33       | 0.6731     | 0.0919    
6930-81414-0006.wav                      | 6.80       | 0.6394     | 0.0940    
6930-81414-0008.wav                      | 6.05       | 0.5493     | 0.0907    
6930-81414-0020.wav                      | 5.00       | 0.4522     | 0.0904    
6930-81414-0024.wav                      | 5.05       | 0.4611     | 0.0913    
6930-81414-0025.wav                      | 2.53       | 0.2115     | 0.0836    
6930-81414-0003.wav                      | 3.29       | 0.3048     | 0.0925    
6930-81414-0022.wav                      | 4.34       | 0.4024     | 0.0927    
6930-81414-0014.wav                      | 7.41       | 0.6796     | 0.0917    
6930-81414-0000.wav                      | 12.89      | 1.2607     | 0.0978    
6930-81414-0012.wav                      | 4.43       | 0.4141     | 0.0935    
6930-81414-0023.wav                      | 4.88       | 0.4557     | 0.0933    
6930-81414-0027.wav                      | 3.85       | 0.3416     | 0.0887    
6930-81414-0009.wav                      | 12.02      | 1.1288     | 0.0939    
6930-81414-0010.wav                      | 3.83       | 0.3368     | 0.0878    
6930-81414-0016.wav                      | 2.16       | 0.1828     | 0.0846    
6930-81414-0001.wav                      | 17.48      | 1.6839     | 0.0963    
6930-81414-0002.wav                      | 3.31       | 0.3179     | 0.0962    
6930-81414-0017.wav                      | 2.34       | 0.2253     | 0.0963    
6930-81414-0026.wav                      | 3.08       | 0.2880     | 0.0936    
6930-81414-0007.wav                      | 4.37       | 0.4141     | 0.0949    
6930-81414-0004.wav                      | 9.56       | 0.9295     | 0.0972    
6930-81414-0011.wav                      | 4.70       | 0.4220     | 0.0898    
6930-81414-0019.wav                      | 3.38       | 0.3032     | 0.0897    
6930-81414-0018.wav                      | 2.93       | 0.2549     | 0.0870    
6930-81414-0021.wav                      | 3.23       | 0.2756     | 0.0855    
6930-81414-0005.wav                      | 1.81       | 0.1541     | 0.0849    
6930-81414-0015.wav                      | 3.73       | 0.3442     | 0.0923    
6930-76324-0002.wav                      | 5.56       | 0.5459     | 0.0982    
6930-76324-0009.wav                      | 3.40       | 0.3219     | 0.0945    
6930-76324-0003.wav                      | 3.38       | 0.3240     | 0.0957    
6930-76324-0013.wav                      | 4.30       | 0.4216     | 0.0979    
6930-76324-0027.wav                      | 8.27       | 0.7655     | 0.0926    
6930-76324-0000.wav                      | 3.02       | 0.2740     | 0.0906    
6930-76324-0007.wav                      | 2.82       | 0.2411     | 0.0855    
6930-76324-0026.wav                      | 3.08       | 0.2709     | 0.0878    
6930-76324-0006.wav                      | 4.46       | 0.4018     | 0.0902    
6930-76324-0012.wav                      | 4.66       | 0.4425     | 0.0951    
6930-76324-0008.wav                      | 5.18       | 0.4614     | 0.0890    
6930-76324-0004.wav                      | 6.15       | 0.5588     | 0.0909    
6930-76324-0028.wav                      | 9.88       | 0.9309     | 0.0943    
6930-76324-0025.wav                      | 4.12       | 0.3784     | 0.0918    
6930-76324-0022.wav                      | 1.90       | 0.1570     | 0.0828    
6930-76324-0001.wav                      | 3.20       | 0.2807     | 0.0877    
6930-76324-0010.wav                      | 2.69       | 0.2512     | 0.0934    
6930-76324-0024.wav                      | 4.05       | 0.3764     | 0.0929    
6930-76324-0019.wav                      | 2.58       | 0.2175     | 0.0845    
6930-76324-0016.wav                      | 9.21       | 0.8681     | 0.0943    
6930-76324-0015.wav                      | 12.40      | 1.2334     | 0.0994    
6930-76324-0018.wav                      | 2.14       | 0.1869     | 0.0873    
6930-76324-0017.wav                      | 5.41       | 0.5026     | 0.0929    
6930-76324-0023.wav                      | 4.85       | 0.4307     | 0.0888    
6930-76324-0014.wav                      | 4.72       | 0.4369     | 0.0926    
6930-76324-0005.wav                      | 5.04       | 0.4653     | 0.0924    
6930-76324-0021.wav                      | 7.36       | 0.6808     | 0.0926    
6930-76324-0011.wav                      | 9.24       | 0.8685     | 0.0940    
6930-76324-0020.wav                      | 6.32       | 0.5872     | 0.0930    
6930-75918-0016.wav                      | 10.02      | 0.9610     | 0.0960    
6930-75918-0019.wav                      | 11.65      | 1.1086     | 0.0952    
6930-75918-0002.wav                      | 5.03       | 0.4634     | 0.0922    
6930-75918-0006.wav                      | 5.85       | 0.5799     | 0.0991    
6930-75918-0009.wav                      | 7.28       | 0.7276     | 0.0999    
6930-75918-0011.wav                      | 3.19       | 0.2985     | 0.0934    
6930-75918-0000.wav                      | 3.50       | 0.3080     | 0.0879    
6930-75918-0015.wav                      | 6.38       | 0.5934     | 0.0930    
6930-75918-0003.wav                      | 23.32      | 2.2358     | 0.0959    
6930-75918-0007.wav                      | 3.31       | 0.3101     | 0.0935    
6930-75918-0004.wav                      | 11.06      | 1.0542     | 0.0953    
6930-75918-0001.wav                      | 14.22      | 1.4021     | 0.0986    
6930-75918-0017.wav                      | 6.16       | 0.6042     | 0.0981    
6930-75918-0014.wav                      | 16.84      | 1.6321     | 0.0969    
6930-75918-0010.wav                      | 3.04       | 0.2763     | 0.0910    
6930-75918-0013.wav                      | 2.94       | 0.2464     | 0.0838    
6930-75918-0008.wav                      | 4.79       | 0.4306     | 0.0900    
6930-75918-0020.wav                      | 14.40      | 1.3515     | 0.0939    
6930-75918-0018.wav                      | 10.81      | 1.0142     | 0.0938    
6930-75918-0012.wav                      | 1.94       | 0.1533     | 0.0790    
6930-75918-0005.wav                      | 13.16      | 1.2161     | 0.0924    
2961-961-0014.wav                        | 9.56       | 0.8757     | 0.0916    
2961-961-0000.wav                        | 4.67       | 0.4216     | 0.0904    
2961-961-0015.wav                        | 6.82       | 0.6458     | 0.0948    
2961-961-0016.wav                        | 7.82       | 0.7316     | 0.0936    
