nohup: ignoring input
------------------------------------------------------------------------------------------
ASR 首字延迟(TTFT) 纯净测试
并发数: 49 | 分片: 0.1s | 排除 BERT 干扰
5142-36377-0008.wav            | 1.0438     | MISTER
5142-36377-0022.wav            | 1.0950     | I WISH
5142-33396-0066.wav            | 1.4414     | THEN HE
5142-36377-0013.wav            | 1.1180     | THEY
1284-1181-0017.wav             | 1.0478     | THE
5142-36377-0007.wav            | 1.1263     | A
5142-36377-0017.wav            | 1.1134     | THE ONLY
5142-36377-0019.wav            | 1.1705     | WHEN I
5142-36377-0006.wav            | 1.1865     | A NEW
1284-134647-0002.wav           | 1.1132     | BUT
5142-36377-0025.wav            | 1.3663     | SIL
5142-36377-0015.wav            | 1.2967     | OUR FIRST IMP
1284-1181-0003.wav             | 1.0196     | THE
1284-1181-0015.wav             | 1.0225     | MOST
5142-36377-0011.wav            | 1.4996     | THIS GIA
5142-36377-0023.wav            | 1.3576     | YOU WERE
1284-1180-0020.wav             | 1.0803     | THE
1284-134647-0006.wav           | 1.2373     | B
1284-134647-0007.wav           | 1.3598     | PRO
5142-36377-0003.wav            | 1.5099     | AMBRO
1284-134647-0005.wav           | 1.4364     | THEY AS
1284-134647-0001.wav           | 1.4911     | THE ED
1284-134647-0004.wav           | 1.4503     | SOME
1284-1181-0021.wav             | 1.1260     | ASKED
1284-1181-0009.wav             | 1.4259     | SHE
1284-1181-0012.wav             | 1.0803     | NO
1284-134647-0000.wav           | 1.3942     | THE
1284-1180-0023.wav             | 1.0037     | YOU
1284-1181-0018.wav             | 1.4664     | IT
1284-134647-0003.wav           | 1.6305     | CONSTANT
1284-1181-0000.wav             | 1.4634     | O
1284-1181-0004.wav             | 1.3988     | GOLD
1284-1180-0021.wav             | 1.0173     | I
1284-1180-0031.wav             | 0.9962     | AT
1284-1181-0008.wav             | 1.5037     | I THINK
1284-1181-0011.wav             | 1.4248     | VERY
1284-1180-0012.wav             | 1.1704     | WE
1284-1180-0029.wav             | 1.2165     | SOME
1284-1181-0001.wav             | 1.3635     | MAR
1284-1181-0019.wav             | 1.2391     | I
1284-1180-0030.wav             | 1.0564     | WHEN
1284-1180-0000.wav             | 1.0653     | HE
1284-1181-0014.wav             | 1.4433     | HE SE
1284-1180-0009.wav             | 1.0742     | THEN
1284-1181-0006.wav             | 1.4555     | WELL
1284-1181-0010.wav             | 1.4183     | THEIR CON
1284-1181-0005.wav             | 1.5468     | NO
1284-1181-0013.wav             | 1.3519     | OJ
1284-1181-0016.wav             | 1.4356     | I AM
1284-1180-0005.wav             | 1.1855     | NO
1284-1180-0001.wav             | 1.4785     | HIS HAT
1284-1180-0025.wav             | 1.2425     | I
1284-1180-0006.wav             | 1.3714     | AT THE
1284-1181-0007.wav             | 1.5908     | SHE
1284-1180-0007.wav             | 1.2656     | HE
6829-68771-0031.wav            | 1.0512     | HER
1284-1180-0004.wav             | 1.0786     | WHEN
1284-1180-0016.wav             | 1.4053     | THE
1284-1180-0018.wav             | 1.0130     | IT
1284-1180-0027.wav             | 1.0768     | YET
1284-1181-0002.wav             | 1.4941     | THE HEAD
1284-1180-0024.wav             | 1.3357     | THAT
1284-1180-0022.wav             | 1.2951     | I
1284-1181-0020.wav             | 1.7280     | DEAR
1284-1180-0017.wav             | 1.4607     | AT ONE EN
1284-1180-0003.wav             | 1.1796     | FOR
1284-1180-0019.wav             | 1.4277     | YOU
1284-1180-0002.wav             | 1.0945     | IN
6829-68771-0002.wav            | 1.0492     | THE
1284-1180-0032.wav             | 1.2041     | I
6829-68771-0033.wav            | 0.9280     | SHE
6829-68771-0020.wav            | 1.1577     | THEN SHE
6829-68771-0016.wav            | 1.0828     | SHE
1284-1180-0015.wav             | 1.5996     | WE ARE
1284-1180-0013.wav             | 1.6368     | AND YOU
6829-68771-0030.wav            | 1.1147     | HER
1284-1180-0011.wav             | 1.3185     | I
6829-68771-0035.wav            | 0.9778     | WILL YOU
6829-68771-0004.wav            | 1.3556     | UNDER
6829-68771-0021.wav            | 1.3136     | BUT
1284-1180-0028.wav             | 1.3593     | A
1284-1180-0026.wav             | 1.4178     | BUT
6829-68771-0014.wav            | 1.3471     | WE
6829-68771-0006.wav            | 1.0153     | AND
6829-68771-0015.wav            | 1.1433     | WO
6829-68771-0011.wav            | 1.0929     | TABLE
1284-1180-0008.wav             | 1.4023     | ALL
6829-68771-0029.wav            | 1.1657     | BETH
6829-68771-0017.wav            | 1.1726     | THE
6829-68771-0010.wav            | 1.3686     | THE
6829-68771-0036.wav            | 1.4258     | ELIZ
6829-68769-0051.wav            | 0.8934     | THERE
6829-68771-0012.wav            | 1.0942     | THIS
6829-68771-0009.wav            | 1.3189     | LOU
6829-68771-0018.wav            | 1.0478     | FOR
6829-68771-0025.wav            | 1.1338     | SHE
6829-68771-0003.wav            | 1.3259     | THE
6829-68771-0005.wav            | 1.1164     | THE
1284-1180-0014.wav             | 1.4995     | OJ
6829-68771-0024.wav            | 1.4420     | FOR
6829-68771-0022.wav            | 1.0828     | I
6829-68771-0008.wav            | 1.1018     | THE
6829-68771-0032.wav            | 1.2700     | HOWEVER
6829-68771-0028.wav            | 1.1008     | SHE
6829-68769-0040.wav            | 1.0959     | SOME
6829-68769-0041.wav            | 1.0628     | I
6829-68771-0023.wav            | 1.4141     | YOU
6829-68771-0019.wav            | 1.3778     | SHE
6829-68769-0053.wav            | 1.0303     | AND
6829-68769-0004.wav            | 1.0720     | BUT
6829-68771-0034.wav            | 1.2657     | I
6829-68769-0024.wav            | 1.0844     | OLD
6829-68771-0026.wav            | 1.3140     | ELIZA
6829-68769-0011.wav            | 1.1173     | I'M
6829-68771-0000.wav            | 1.3473     | SO
6829-68769-0031.wav            | 1.3390     | AS
6829-68769-0026.wav            | 1.1041     | HE
6829-68771-0007.wav            | 1.6576     | THE DE
6829-68769-0047.wav            | 0.9787     | I
6829-68769-0037.wav            | 1.0669     | I
1284-1180-0010.wav             | 1.8350     | UNC KNOCK
6829-68769-0048.wav            | 1.1377     | GIVE
6829-68771-0013.wav            | 1.5006     | THE AT
6829-68769-0022.wav            | 1.0600     | WE HAVE
6829-68769-0046.wav            | 1.3701     | YOU'RE
6829-68769-0006.wav            | 1.0368     | IF
6829-68769-0002.wav            | 1.1618     | I
6829-68771-0001.wav            | 1.5409     | ONE
6829-68769-0023.wav            | 1.0774     | I
6829-68769-0042.wav            | 1.3997     | OH
6829-68769-0032.wav            | 1.1028     | I
6829-68769-0014.wav            | 1.0299     | THEY
6829-68771-0027.wav            | 1.6389     | THEY THEY
6829-68769-0033.wav            | 1.1624     | IT
6829-68769-0043.wav            | 1.1054     | AND HE
6829-68769-0049.wav            | 0.9843     | HE
6829-68769-0035.wav            | 1.1569     | IT
6829-68769-0029.wav            | 1.3240     | IT'S
6829-68769-0027.wav            | 1.4580     | WHOSE NAME
6829-68769-0052.wav            | 1.5048     | HE MIGHT
6829-68769-0039.wav            | 1.0621     | HE
6829-68769-0003.wav            | 1.1609     | IT WAS
6829-68769-0044.wav            | 1.4614     | IT HAS
6829-68769-0012.wav            | 1.3485     | OH
6829-68769-0038.wav            | 1.3953     | AND IT
6829-68769-0034.wav            | 1.0683     | I
6829-68769-0007.wav            | 1.0639     | BUT
6829-68769-0016.wav            | 1.6019     | HE UNLO
6829-68769-0013.wav            | 1.2884     | MAY
6829-68769-0050.wav            | 1.4145     | BETH
6829-68769-0020.wav            | 1.3464     | SIT
6829-68769-0008.wav            | 1.3316     | FAIRVIEW
6829-68769-0010.wav            | 1.0440     | WE
6829-68769-0018.wav            | 1.3222     | MISTER
1089-134691-0023.wav           | 1.0159     | IT
6829-68769-0001.wav            | 1.0347     | IT WAS
6829-68769-0017.wav            | 1.3668     | WORSE
6829-68769-0030.wav            | 1.1074     | I
6829-68769-0019.wav            | 1.0654     | SOR
6829-68769-0000.wav            | 1.2730     | KENNETH
6829-68769-0009.wav            | 1.3325     | THEY
6829-68769-0036.wav            | 1.4531     | THEY
6829-68769-0005.wav            | 1.3397     | HE
1089-134691-0008.wav           | 1.0765     | THE
6829-68769-0028.wav            | 1.3233     | HE IS
6829-68769-0015.wav            | 1.3201     | SOME
6829-68769-0025.wav            | 1.4803     | THEN RO
6829-68769-0045.wav            | 1.4148     | I'LL PAY
1089-134691-0006.wav           | 1.0256     | THE
1089-134691-0015.wav           | 1.2692     | WORD
6829-68769-0021.wav            | 1.4573     | A FRE
1089-134691-0020.wav           | 1.3106     | HELL
1089-134691-0017.wav           | 1.4144     | THE
1089-134691-0009.wav           | 1.3358     | ANGRY
1089-134691-0000.wav           | 1.3755     | HE COULD
1089-134691-0019.wav           | 1.3923     | A
1089-134691-0014.wav           | 1.4287     | THE
1089-134686-0016.wav           | 1.0577     | THEN
1089-134686-0024.wav           | 1.1236     | IF
1089-134686-0015.wav           | 0.8584     | BUT
1089-134691-0022.wav           | 1.3764     | HE
1089-134691-0004.wav           | 1.4763     | BRI
1089-134691-0012.wav           | 1.1983     | IT
1089-134691-0005.wav           | 1.3894     | WHOSE
1089-134691-0003.wav           | 1.4704     | THE
1089-134691-0016.wav           | 1.4696     | THEY
1089-134691-0013.wav           | 1.6219     | IDLE
1089-134686-0027.wav           | 1.0523     | HE
1089-134686-0029.wav           | 1.1617     | ON
1089-134686-0030.wav           | 1.3736     | BEWAR
1089-134686-0014.wav           | 1.2174     | HE
1089-134691-0007.wav           | 1.4778     | SOON
1089-134691-0018.wav           | 1.8019     | AGAIN
1089-134686-0011.wav           | 1.3182     | ON
1089-134691-0024.wav           | 1.6124     | STEPHA
1089-134686-0019.wav           | 1.2709     | THE
1089-134686-0004.wav           | 1.0863     | NUM
1089-134691-0001.wav           | 1.4195     | FOR A
1089-134686-0031.wav           | 1.3569     | STE
1089-134691-0010.wav           | 1.4310     | BROTHER
1089-134686-0037.wav           | 1.3889     | IN
1089-134686-0017.wav           | 1.3665     | STE
8224-274381-0013.wav           | 0.8800     | FROM
1089-134686-0000.wav           | 1.4419     | HE HO
1089-134691-0025.wav           | 1.4694     | A MO
1089-134686-0033.wav           | 1.1248     | A
1089-134686-0010.wav           | 1.4077     | WELL
1089-134686-0036.wav           | 1.0812     | A
1089-134691-0021.wav           | 1.6911     | THEIR DI
1089-134691-0011.wav           | 1.6354     | THEIR PI
1089-134686-0005.wav           | 1.0795     | THE
1089-134691-0002.wav           | 1.5335     | HE
1089-134686-0013.wav           | 1.3529     | IF
1089-134686-0003.wav           | 1.5592     | HELLO
1089-134686-0018.wav           | 1.5025     | IT WAS
1089-134686-0020.wav           | 1.3416     | IF A
1089-134686-0021.wav           | 1.1614     | IF
1089-134686-0007.wav           | 1.4188     | A
1089-134686-0026.wav           | 1.5819     | THE RE
1089-134686-0009.wav           | 1.4702     | AT
1089-134686-0032.wav           | 1.4500     | HE
1089-134686-0012.wav           | 1.2965     | HER
1089-134686-0002.wav           | 1.5344     | AFTER
1089-134686-0035.wav           | 1.3150     | HE
1089-134686-0006.wav           | 1.2878     | THE
1089-134686-0025.wav           | 1.3103     | A
1089-134686-0022.wav           | 1.4549     | HOW COME
1089-134686-0023.wav           | 1.3055     | WHY
8224-274381-0010.wav           | 1.3208     | BY
1089-134686-0001.wav           | 1.3340     | STUFF
1089-134686-0034.wav           | 1.4192     | THE RE
2300-131720-0011.wav           | 0.7862     | BUT
1089-134686-0028.wav           | 1.3809     | THE RET
8224-274381-0004.wav           | 1.3946     | FIVE
1089-134686-0008.wav           | 1.5068     | THE
8224-274381-0014.wav           | 1.3830     | BE
8224-274381-0012.wav           | 1.2626     | MON
8224-274384-0000.wav           | 1.3519     | HE
8224-274381-0006.wav           | 1.5554     | THIS
8224-274381-0011.wav           | 1.4862     | HIS
8224-274381-0016.wav           | 1.5276     | VA
8224-274381-0007.wav           | 1.4641     | BY
8224-274381-0015.wav           | 1.6387     | THOUGH THE
8224-274381-0005.wav           | 1.3956     | DREAD
8224-274381-0000.wav           | 1.7053     | THOUGH THROW
8224-274384-0011.wav           | 1.3487     | THE
8224-274384-0009.wav           | 1.4286     | THE
8224-274381-0003.wav           | 1.4588     | THE
8224-274384-0006.wav           | 1.3972     | THE
8224-274384-0012.wav           | 1.3845     | IF
8224-274384-0002.wav           | 1.4595     | THEY
8224-274384-0010.wav           | 1.4048     | BEFORE
8224-274384-0013.wav           | 1.3644     | HIS
8224-274384-0008.wav           | 1.3749     | THE
2300-131720-0024.wav           | 1.0685     | BUT
8224-274384-0004.wav           | 1.3646     | AND
8224-274381-0009.wav           | 1.7976     | THIS
2300-131720-0002.wav           | 1.2756     | THERE
8224-274381-0008.wav           | 1.7394     | WITH
2300-131720-0041.wav           | 1.2847     | WE
2300-131720-0003.wav           | 1.3232     | THE
2300-131720-0040.wav           | 1.2238     | WE
2300-131720-0000.wav           | 1.3993     | THE PARI
8224-274381-0001.wav           | 1.7863     | AMONG
2300-131720-0017.wav           | 1.3813     | EDIS
2300-131720-0030.wav           | 1.0248     | THE
2300-131720-0016.wav           | 1.0843     | THEN
8224-274384-0001.wav           | 1.5400     | THE SCOT
8224-274381-0002.wav           | 1.7287     | WHILE THE FOR
8224-274384-0005.wav           | 1.6714     | ANOTHER
8224-274384-0007.wav           | 1.6428     | HAVE ME
2300-131720-0020.wav           | 1.1113     | IT
2300-131720-0004.wav           | 1.3438     | OW
2300-131720-0027.wav           | 1.0100     | ED
8224-274384-0003.wav           | 1.7565     | OR
2300-131720-0023.wav           | 1.4021     | I THINK
2300-131720-0038.wav           | 1.0452     | HE
8224-274381-0017.wav           | 1.7599     | HISTOR
2300-131720-0014.wav           | 1.5053     | MISTER
2300-131720-0034.wav           | 1.0709     | THE
2300-131720-0010.wav           | 1.4084     | IT
2300-131720-0026.wav           | 1.4192     | THE AR
2300-131720-0005.wav           | 1.3213     | WHY
2300-131720-0006.wav           | 1.3718     | THERE
2300-131720-0013.wav           | 1.0617     | UN
2300-131720-0009.wav           | 1.0928     | FOR
2300-131720-0022.wav           | 0.9704     | MEAN
1320-122612-0011.wav           | 0.9794     | IF
2300-131720-0001.wav           | 1.2989     | THE LO
2300-131720-0037.wav           | 1.0586     | HE
2300-131720-0029.wav           | 1.0988     | HENCE
1320-122612-0006.wav           | 1.0017     | LET
2300-131720-0028.wav           | 1.3918     | THERE
1320-122612-0003.wav           | 1.0385     | HE
2300-131720-0021.wav           | 1.3830     | THE
2300-131720-0039.wav           | 1.3114     | THE PRO
2300-131720-0007.wav           | 1.6275     | BROAD
2300-131720-0018.wav           | 1.3242     | HE
1320-122612-0015.wav           | 1.0565     | THE
1320-122612-0013.wav           | 0.9809     | A
1320-122612-0001.wav           | 1.0764     | THE
1320-122612-0008.wav           | 1.0758     | THE
2300-131720-0015.wav           | 1.3754     | HE
2300-131720-0033.wav           | 1.3292     | IN
2300-131720-0036.wav           | 1.4473     | THE
2300-131720-0008.wav           | 1.3404     | EVERY
1320-122612-0005.wav           | 1.0148     | YET
1320-122617-0038.wav           | 1.0665     | WILL
1320-122612-0012.wav           | 1.3330     | EXTING
2300-131720-0035.wav           | 1.3588     | IN
1320-122617-0018.wav           | 1.0489     | IT
2300-131720-0032.wav           | 1.7304     | THE STA
1320-122612-0002.wav           | 1.3135     | AFTER
1320-122612-0000.wav           | 1.2925     | SINCE
2300-131720-0025.wav           | 1.4655     | THEY WERE
2300-131720-0012.wav           | 1.4737     | EDIS
1320-122617-0031.wav           | 1.1612     | BRA
1320-122612-0014.wav           | 1.3647     | THE EX
2300-131720-0019.wav           | 1.4257     | THE
1320-122612-0004.wav           | 1.4109     | DIST
1320-122617-0024.wav           | 1.1392     | BUT
1320-122617-0015.wav           | 1.0657     | BUT THE
1320-122617-0037.wav           | 1.3610     | THE DE
2300-131720-0031.wav           | 1.6374     | ASSO
1320-122612-0007.wav           | 1.3935     | INGACH
1320-122617-0013.wav           | 1.0547     | DELI
1320-122617-0009.wav           | 1.2116     | I
1320-122617-0021.wav           | 1.1001     | WHAT
1320-122612-0016.wav           | 1.5255     | RUN BACK
1320-122617-0029.wav           | 1.0782     | IF YOU
1320-122617-0002.wav           | 1.3970     | IN OTHER
1320-122617-0039.wav           | 1.0463     | THE
1320-122617-0033.wav           | 1.3526     | IF
1320-122612-0010.wav           | 1.6220     | SEE
1320-122617-0007.wav           | 1.3385     | COME COME
1320-122612-0009.wav           | 1.6976     | IT WOULD
1320-122617-0010.wav           | 1.4639     | THE
1320-122617-0030.wav           | 1.3108     | SO CHOOSE
1320-122617-0001.wav           | 1.3833     | IN HIS
1320-122617-0017.wav           | 1.4873     | THEN AS
1320-122617-0005.wav           | 1.4172     | THE
1320-122617-0000.wav           | 1.3742     | NOT
1320-122617-0032.wav           | 1.3023     | KEEP
1320-122617-0014.wav           | 1.2613     | THEY
1320-122617-0040.wav           | 1.5385     | HE HAD
1320-122617-0008.wav           | 1.3555     | THE
1320-122617-0035.wav           | 1.3700     | THEN
1320-122617-0022.wav           | 1.1137     | THE
1320-122617-0020.wav           | 1.4047     | THE SCO
1320-122617-0016.wav           | 1.4847     | THE
1320-122617-0026.wav           | 1.3752     | WELL
1320-122617-0041.wav           | 1.4475     | UNCAS
1320-122617-0025.wav           | 1.4620     | SO
1320-122617-0034.wav           | 1.3302     | HO
1320-122617-0004.wav           | 1.3078     | THE
3729-6852-0044.wav             | 1.0896     | I
1320-122617-0023.wav           | 1.3092     | UN
1320-122617-0003.wav           | 1.4406     | THERE WAS
1320-122617-0036.wav           | 1.4184     | GOD
1320-122617-0006.wav           | 1.3517     | CAN
1320-122617-0012.wav           | 1.3022     | FOUR OR
1320-122617-0028.wav           | 1.3611     | MY
3729-6852-0042.wav             | 1.0395     | I
3729-6852-0008.wav             | 1.3329     | SHE WAS
1320-122617-0011.wav           | 1.4275     | THE
1320-122617-0019.wav           | 1.4622     | UN
3729-6852-0035.wav             | 1.3882     | IT
3729-6852-0041.wav             | 1.3082     | I
3729-6852-0009.wav             | 1.3703     | YOU
3729-6852-0016.wav             | 1.3108     | MADAM
3729-6852-0007.wav             | 1.3606     | TWO
3729-6852-0039.wav             | 1.3826     | HE
3729-6852-0025.wav             | 1.4222     | IS
3729-6852-0017.wav             | 1.2999     | I SEE
1320-122617-0027.wav           | 1.4621     | AS SO
3729-6852-0033.wav             | 1.0601     | YOU
3729-6852-0036.wav             | 1.0652     | WHEN
3729-6852-0014.wav             | 1.7230     | HE
3729-6852-0003.wav             | 1.5420     | MADAM
3729-6852-0026.wav             | 1.4841     | YE
3729-6852-0005.wav             | 1.3443     | SY
3729-6852-0037.wav             | 1.1891     | SHE
3729-6852-0034.wav             | 1.3543     | LET A
3729-6852-0038.wav             | 1.6781     | WHAT
3729-6852-0022.wav             | 1.4250     | I ADD
3729-6852-0046.wav             | 1.3861     | HIS
3729-6852-0029.wav             | 1.4091     | IT
3729-6852-0012.wav             | 1.2612     | I
3729-6852-0011.wav             | 1.1852     | I
3729-6852-0000.wav             | 1.3267     | TO
1188-133604-0037.wav           | 1.2502     | EVERY
1188-133604-0039.wav           | 0.9083     | IT HAS
3729-6852-0021.wav             | 1.4024     | I
3729-6852-0004.wav             | 1.3371     | HER
3729-6852-0018.wav             | 1.5587     | I
3729-6852-0032.wav             | 1.7034     | SIM
3729-6852-0013.wav             | 1.7579     | YOU
3729-6852-0010.wav             | 1.3809     | I
3729-6852-0015.wav             | 1.6511     | AT
3729-6852-0023.wav             | 1.3932     | MY REM
3729-6852-0019.wav             | 1.3914     | I
3729-6852-0024.wav             | 1.4282     | I
3729-6852-0020.wav             | 1.3632     | THEN
3729-6852-0028.wav             | 1.4593     | ALL THE
3729-6852-0002.wav             | 1.3823     | IN
3729-6852-0027.wav             | 1.4380     | THAT
1188-133604-0021.wav           | 1.3639     | IT
3729-6852-0001.wav             | 1.6585     | WITHOUT
1188-133604-0042.wav           | 1.3485     | THE
3729-6852-0040.wav             | 1.7187     | FOR
3729-6852-0045.wav             | 1.4828     | HE HAD
1188-133604-0019.wav           | 1.1647     | THE
1188-133604-0041.wav           | 1.3799     | IT IS
1188-133604-0032.wav           | 1.0254     | IT
1188-133604-0022.wav           | 1.5243     | YOU MUST
1188-133604-0026.wav           | 1.3761     | HERE IS
1188-133604-0023.wav           | 1.3014     | THE
1188-133604-0015.wav           | 1.4683     | THE
1188-133604-0010.wav           | 1.5272     | BUT
3729-6852-0031.wav             | 1.5388     | BUT
3729-6852-0030.wav             | 1.8389     | IS IT
3729-6852-0043.wav             | 1.7848     | I
3729-6852-0006.wav             | 1.5704     | SYL
1188-133604-0014.wav           | 1.3327     | DO
1188-133604-0009.wav           | 1.5251     | NOW
1188-133604-0024.wav           | 1.3401     | NOTHING
1188-133604-0000.wav           | 1.5396     | YOU WILL
1188-133604-0025.wav           | 1.2786     | YOU KNOW
1188-133604-0008.wav           | 1.7534     | FOR
1188-133604-0028.wav           | 1.3877     | WELL
1188-133604-0031.wav           | 1.2437     | THERE
1188-133604-0030.wav           | 1.4323     | HE KNOW
1188-133604-0005.wav           | 1.4475     | IT IS
1188-133604-0038.wav           | 1.4495     | BUT NOW
1188-133604-0018.wav           | 1.3519     | IN
1188-133604-0020.wav           | 1.6629     | BUT
7127-75947-0037.wav            | 1.0135     | O
1188-133604-0013.wav           | 1.4187     | IT
1188-133604-0007.wav           | 1.4173     | THE
1188-133604-0034.wav           | 1.3236     | EXQUI
1188-133604-0040.wav           | 1.4997     | THE
1188-133604-0002.wav           | 1.6976     | BY
1188-133604-0003.wav           | 1.3980     | MY
1188-133604-0043.wav           | 1.5112     | SEE THAT
1188-133604-0036.wav           | 1.4609     | IN
1188-133604-0004.wav           | 1.4740     | SOME
7127-75947-0022.wav            | 1.0665     | I
1188-133604-0044.wav           | 1.4044     | IT WILL
7127-75947-0000.wav            | 1.0657     | EVERY
1188-133604-0016.wav           | 1.4852     | THIS
7127-75947-0030.wav            | 1.1164     | SHE
7127-75947-0029.wav            | 1.1300     | THE
1188-133604-0033.wav           | 1.5663     | EVERY
7127-75947-0001.wav            | 1.2836     | UPON
1188-133604-0027.wav           | 1.5050     | NOW
7127-75947-0013.wav            | 1.1464     | I RE
1188-133604-0029.wav           | 1.6058     | ONLY
1188-133604-0011.wav           | 1.4571     | THEY ARE
7127-75947-0039.wav            | 1.4336     | IN FAC
1188-133604-0012.wav           | 1.4624     | IT
1188-133604-0006.wav           | 1.4601     | THEN
1188-133604-0035.wav           | 1.6553     | THUS
7127-75947-0031.wav            | 1.4761     | YOU ARE
7127-75947-0020.wav            | 1.2680     | NO
7127-75947-0009.wav            | 1.3057     | A QUA
7127-75947-0019.wav            | 1.2844     | DID
7127-75947-0008.wav            | 1.2868     | THE
1188-133604-0001.wav           | 1.5797     | THEY UNIT
7127-75947-0021.wav            | 1.3833     | LA VA
7127-75947-0038.wav            | 1.4313     | LET
7127-75947-0040.wav            | 1.4486     | IN THIS
7127-75947-0012.wav            | 1.3012     | IN
7127-75947-0010.wav            | 1.3858     | WHEN
7127-75947-0025.wav            | 1.3510     | EXQUI
7127-75947-0032.wav            | 1.3761     | YES
1188-133604-0017.wav           | 1.6826     | THAT A STY
7127-75947-0018.wav            | 1.4091     | I HAVE
7127-75947-0007.wav            | 1.3758     | SHE
7127-75947-0028.wav            | 1.4253     | QUICK
7127-75947-0026.wav            | 1.4827     | WELL
7127-75947-0006.wav            | 1.1008     | THE
7127-75946-0006.wav            | 1.0053     | HE
7127-75947-0015.wav            | 1.5690     | THERE CANNOT
7127-75947-0004.wav            | 1.3553     | EX
7127-75947-0014.wav            | 1.2910     | FORGIVE
7127-75947-0023.wav            | 1.3641     | IT
7127-75947-0027.wav            | 1.0914     | TO
7127-75947-0002.wav            | 1.3787     | DO YOU
7127-75946-0003.wav            | 1.0788     | GENT
7127-75946-0021.wav            | 1.0787     | YES
7127-75946-0019.wav            | 1.2514     | YE
7127-75947-0024.wav            | 1.3332     | LOOK
7127-75947-0036.wav            | 1.3494     | I
7127-75946-0009.wav            | 1.2943     | NOT
7127-75947-0003.wav            | 1.6681     | YES
7127-75947-0011.wav            | 1.3568     | REMAIN
7127-75947-0005.wav            | 1.4986     | I
7127-75946-0026.wav            | 1.3805     | WHEN
7127-75946-0014.wav            | 1.0088     | THE
7127-75947-0033.wav            | 1.6296     | HOW IS
7127-75946-0025.wav            | 1.2830     | THE
7127-75947-0034.wav            | 1.4194     | IT
7127-75946-0016.wav            | 1.3180     | THE
7127-75946-0000.wav            | 1.3867     | AT
7127-75946-0012.wav            | 1.2936     | THE
7127-75946-0011.wav            | 1.3231     | YOU
7127-75946-0018.wav            | 1.3486     | THERE
7127-75946-0008.wav            | 1.1279     | DO
7127-75946-0027.wav            | 1.4212     | DIS
7127-75946-0002.wav            | 1.6640     | LET HIM
7127-75947-0016.wav            | 1.6490     | OH MADE
7127-75946-0015.wav            | 1.4594     | SUDDENLY
7127-75946-0029.wav            | 1.4560     | THE
7127-75946-0024.wav            | 1.3749     | MONSI
7127-75947-0035.wav            | 1.5638     | GOOD
7127-75946-0017.wav            | 1.3390     | HIS LE
7127-75946-0004.wav            | 1.4506     | CERTAIN
7127-75946-0007.wav            | 1.3116     | IT IS
7127-75946-0028.wav            | 1.5009     | BY
7127-75947-0017.wav            | 1.6568     | WHAT A
7127-75946-0010.wav            | 1.3380     | YOUR MA
4507-16021-0043.wav            | 1.0784     | THE
4507-16021-0055.wav            | 1.1650     | TO
7127-75946-0005.wav            | 1.5096     | WHAT
7127-75946-0020.wav            | 1.7625     | FAR
7127-75946-0022.wav            | 1.3781     | SIRE
4507-16021-0009.wav            | 1.3200     | WHEN IT
7127-75946-0013.wav            | 1.5356     | THE
7127-75946-0001.wav            | 1.8228     | AH
4507-16021-0000.wav            | 1.1009     | CHA
4507-16021-0041.wav            | 1.4501     | IT
4507-16021-0033.wav            | 1.3678     | DO WE
4507-16021-0007.wav            | 1.3283     | SLANG
4507-16021-0026.wav            | 1.4238     | TO
4507-16021-0022.wav            | 1.4976     | THERE
4507-16021-0005.wav            | 1.3595     | WE HAVE
7127-75946-0023.wav            | 1.5280     | THE
4507-16021-0058.wav            | 1.3751     | THE
4507-16021-0027.wav            | 1.4420     | PHOEN
4507-16021-0049.wav            | 1.3947     | THERE IS
4507-16021-0003.wav            | 1.3173     | SHE
4507-16021-0030.wav            | 1.4488     | AS
4507-16021-0032.wav            | 1.3199     | HE
4507-16021-0054.wav            | 1.3657     | THAT
4507-16021-0056.wav            | 1.5883     | HOWEVER
4507-16021-0052.wav            | 1.3391     | THE
4507-16021-0008.wav            | 1.3306     | WHO
4507-16021-0019.wav            | 1.3625     | IT IS
4507-16021-0002.wav            | 1.3416     | THUS
4507-16021-0048.wav            | 1.3848     | THIS
4507-16021-0006.wav            | 1.4008     | SLA
4507-16021-0020.wav            | 1.4153     | WE
4507-16021-0028.wav            | 1.3474     | EVEN
4507-16021-0013.wav            | 1.6660     | NOTHING
4507-16021-0016.wav            | 1.4251     | CAN
4507-16021-0012.wav            | 1.3727     | WHY
4507-16021-0045.wav            | 1.3885     | IT IS
4507-16021-0015.wav            | 1.4249     | SINCE
4507-16021-0037.wav            | 1.4059     | THERE
4507-16021-0051.wav            | 1.2720     | IN THIS
4507-16021-0044.wav            | 1.4985     | LOOK
4507-16021-0042.wav            | 1.3703     | IT
4507-16021-0031.wav            | 1.3868     | AND
4507-16021-0050.wav            | 1.3661     | AND
4507-16021-0023.wav            | 1.3780     | THE SU
4507-16021-0047.wav            | 1.3473     | YES
4507-16021-0017.wav            | 1.3966     | HE
4507-16021-0053.wav            | 1.3995     | TO
4507-16021-0034.wav            | 1.3564     | THEY
4507-16021-0004.wav            | 1.2754     | WHAT
6930-81414-0022.wav            | 0.9999     | I
4507-16021-0059.wav            | 1.3795     | TO BUR
4507-16021-0057.wav            | 1.4021     | PEOPLE
4507-16021-0046.wav            | 1.3613     | EACH
